TV,Radio,Social Media,Influencer,Sales,ROI
53.0,25.04916044,6.471099083,Mega,189.6099951,2.2433674029171966
19.0,8.953284733,3.287141653,Nano,69.34213329,2.219628260934198
35.0,15.36414061,8.140868283,Mega,128.073436,2.1891020687516503
40.0,13.82530357,4.07349775,Nano,139.680993,2.412502328467894
11.0,7.374947508,3.609159259,Nano,33.98000011,1.545662076250778
29.0,8.714942563,0.956601942,Macro,100.2865105,2.5932895048201026
63.0,18.07295181,4.072741693,Mega,221.5396409,2.601888971544924
38.0,12.36743196,2.412970462,Micro,136.7709591,2.5913208847189644
68.0,17.74223933,2.756638743,Mega,241.5453801,2.729360929307563
87.0,30.99099652,5.461506605,Micro,307.3440522,2.4895732724738955
70.0,19.86645844,1.948666468,Micro,251.2414921,2.7363845809908485
94.0,34.4405617,5.361413902,Micro,329.0149287,2.4589691386820007
58.0,21.59094563,5.880669368,Nano,208.7403273,2.4422181247526966
90.0,29.55800369,3.425633439,Macro,316.8166518,2.576087837341196
44.0,10.0147525,2.056042436,Nano,154.4962302,2.755377917797388
58.0,20.50277946,2.798563099,Nano,203.4127627,2.501960684749877
80.0,36.08842395,6.192077771,Micro,278.3891207,2.276643592248121
38.0,14.81513871,6.190336545,Mega,135.2165181,2.291592729583888
68.0,18.96855432,3.658658469,Macro,238.599751,2.632760554553437
40.0,14.68525338,1.862294023,Micro,140.5312455,2.485187279626286
22.0,5.920985622,4.016223339,Mega,79.15234748,2.4783739736511285
77.0,26.93238832,1.123163783,Mega,269.618393,2.5664364005784015
60.0,26.00435306,2.260037943,Mega,210.2429543,2.381967993104423
89.0,29.91788025,7.203811959,Mega,322.5219911,2.5572285421411824
56.0,20.89599208,2.781968992,Micro,199.5566597,2.504540239422958
46.0,10.35752477,6.720744372,Macro,161.8992231,2.5666402281194034
41.0,11.74088996,1.639608836,Mega,144.5657092,2.65841087155739
69.0,23.74410652,5.035551434,Nano,244.3754776,2.49924659907243
36.0,19.22949803,3.440342386,Micro,130.5551089,2.2252507928144283
38.0,12.93873682,0.763284304,Macro,134.9158375,2.609488653768939
22.0,11.58937865,1.27196986,Macro,75.26994095,2.1591230450654764
13.0,4.217292404,0.15064496,Nano,46.75765774,2.6921825407384627
32.0,7.070616403,2.235482268,Nano,109.9416385,2.6616321085096164
83.0,24.74086407,5.191617123,Macro,289.1890889,2.5607255401196753
15.0,3.49629277,3.055316636,Mega,49.06284815,2.2765282733984975
26.0,6.632048133,1.415371282,Macro,95.14128996,2.794375949622906
68.0,30.72403855,7.606630452,Micro,237.6481109,2.2349912130763516
99.0,31.83537627,7.836499255,Mega,354.7366744,2.558101078946231
74.0,17.41828715,0.483527663,Micro,263.548753,2.867720877289135
40.0,22.15892791,1.900721502,Mega,138.1138112,2.156018842871278
48.0,13.25588319,0.879221889,Mega,174.4335283,2.8073265198187274
24.0,7.565568515,3.761234624,Nano,84.80007397,2.400445736239932
21.0,8.648684909,6.921289406,Nano,73.54132977,2.0109757019937358
93.0,21.69683624,2.925124833,Nano,330.5522981,2.8102940563526952
50.0,16.96804126,3.494945946,Mega,178.1287616,2.527976298808293
30.0,10.30888202,1.221518819,Macro,106.4715349,2.56370111410087
18.0,11.9832318,1.622753899,Macro,60.98689674,1.9295995803076504
61.0,21.37665498,5.541438341,Micro,214.2909215,2.4373927300447353
57.0,24.12221974,5.012811682,Macro,205.3616835,2.384183068255641
89.0,25.7685786,4.213173006,Nano,320.4051437,2.6928931485308762
97.0,27.51449463,5.63036929,Mega,347.7660195,2.672145554001821
98.0,31.34901485,7.63837211,Micro,350.5680637,2.5591265844231703
52.0,10.65220223,0.81995501,Macro,184.1597004,2.901424946117051
50.0,16.66951578,4.302800082,Macro,177.7978825,2.50517233854555
87.0,30.20364198,9.267802669,Micro,305.6362173,2.4166420977339302
96.0,36.92625445,8.933148973,Micro,336.436557,2.3716197085420196
83.0,32.19193052,4.530124006,Macro,293.065592,2.4478830835329095
29.0,12.05821148,2.638573422,Nano,101.255978,2.317240918916337
74.0,20.42705084,6.319060522,Macro,261.9314465,2.599916194867615
75.0,22.3029843,5.177042419,Macro,268.7675389,2.62263338042407
72.0,25.9071224,4.715780067,Micro,260.1696705,2.5352008591226665
13.0,1.825468861,1.445952711,Macro,49.09088568,3.0170004177432173
42.0,12.97234194,4.980146826,Mega,148.9565486,2.484576564976158
12.0,7.759455368,3.181063753,Mega,44.33881055,1.9327727640396668
71.0,23.35785141,4.385036868,Macro,250.3608641,2.53548248857311
89.0,40.0286937,8.219310183,Micro,313.914923,2.2872093882516755
40.0,13.94665782,2.117291138,Macro,138.0239566,2.461902152190526
88.0,34.49346538,5.891364406,Nano,311.6825535,2.427721047880285
47.0,8.321261321,2.224663337,Mega,164.7158591,2.8623375170165293
86.0,31.98979236,4.802363644,Mega,303.3188357,2.4701808777599714
10.0,9.848337664,3.852180825,Micro,36.57490709,1.5432112637947277
60.0,27.28676842,4.912130766,Mega,216.626332,2.3495544297441433
69.0,18.07400354,7.33292569,Mega,249.0581027,2.6381337125501587
88.0,25.62127221,4.608967452,Mega,312.5595409,2.6436514194131226
88.0,24.87143894,3.514416989,Mega,313.0012579,2.6893410320489735
70.0,23.98839121,3.972950181,Micro,249.6839655,2.548801006137909
54.0,19.40177699,3.531377136,Mega,196.8309025,2.558466564072405
13.0,1.68598522,1.511993819,Nano,49.08014383,3.030016504641064
68.0,29.43517599,3.224934232,Micro,240.1918751,2.3861674159731283
100.0,28.18902322,7.08946877,Macro,351.0759614,2.5952090109487034
99.0,29.46090412,3.652058045,Nano,352.6886614,2.669599224938399
36.0,9.430653096,1.800419039,Mega,126.6813489,2.6821611954500684
91.0,25.72782083,1.843733021,Micro,323.9925226,2.7324641710197803
76.0,26.11945389,2.807858549,Micro,274.1270839,2.612542697682885
62.0,22.51118185,5.611983098,Macro,217.5702553,2.4141435270891285
10.0,2.60914311,2.819618562,Micro,38.76776157,2.5126943039346727
15.0,3.290238601,2.496801639,Macro,54.25755446,2.6101625740635024
86.0,24.31804069,4.732207886,Mega,301.588153,2.621360290245497
74.0,22.33691421,3.305106634,Nano,260.4652558,2.6140101695426834
56.0,18.73208697,5.045613626,Macro,195.7680131,2.4539189728140105
58.0,13.0236864,2.801238068,Mega,202.8761601,2.7480713534348182
64.0,17.73913594,7.069535685,Mega,229.3025507,2.5819837917207447
15.0,4.49022906,3.840346443,Macro,56.72556568,2.4313830437961483
15.0,0.987432188,1.921882034,Nano,50.35337311,2.811574607817499
45.0,19.26995186,2.34568982,Micro,154.8236528,2.3241336253086438
80.0,32.87300062,3.930685527,Macro,286.1047156,2.449449371314626
35.0,16.29976047,0.058387425,Macro,124.0293839,2.4149894220012356
71.0,18.53215998,2.698179495,Nano,246.8109839,2.6760281411183646
80.0,21.82701759,1.183157336,Macro,284.2934679,2.759858121823689
38.0,2.589298485,4.232246203,Macro,138.1027677,3.081169305103713
32.0,17.63131395,5.079566756,Micro,114.6591031,2.095727607021059
43.0,14.86636304,1.188064861,Micro,151.7736207,2.570063348246067
98.0,28.93749129,5.478686281,Mega,341.5305096,2.579220423553424
40.0,7.646082707,2.037287337,Micro,141.5940632,2.8499287201049994
85.0,19.84397609,1.989410201,Nano,302.8650743,2.8349290873831863
44.0,15.99054487,2.975989378,Mega,157.3036932,2.4982110747979815
20.0,7.92425546,1.392122965,Mega,72.9067845,2.4868960088817658
98.0,32.21629028,5.011827563,Mega,346.2070486,2.5601705778523574
77.0,27.14371231,5.714889719,Macro,271.3634202,2.470115359090103
77.0,24.18854494,5.133802599,Micro,280.5497002,2.6386710479383635
90.0,26.32104188,4.477032317,Mega,325.7829853,2.69692201192468
38.0,8.781974568,3.023611644,Nano,131.7340053,2.644964457184934
61.0,19.56867636,4.721144433,Micro,214.0505181,2.5096842285494376
100.0,31.63231852,6.437839912,Mega,351.8656104,2.5484551795694137
66.0,23.34851007,1.951877827,Nano,235.1678552,2.5757596502799442
79.0,20.47557359,4.375098213,Nano,276.5465088,2.6629246012447196
85.0,30.20696161,8.387590266,Macro,297.8406918,2.4098205566440964
31.0,0.417441168,1.904980213,Macro,111.3940251,3.3429150849018248
58.0,22.86918182,6.281662732,Nano,208.923077,2.3972582029924285
21.0,15.77276268,1.943856468,Nano,70.43434129,1.8192275782333764
91.0,34.15101221,7.847444243,Micro,329.7585643,2.4794164766606333
27.0,2.400931141,1.783291031,Nano,95.82210034,3.072775065912585
30.0,10.89003569,3.371902326,Mega,104.4081903,2.3588707358963377
79.0,21.04641738,4.585300693,Micro,279.0002133,2.6664974869794804
80.0,29.63068625,7.527312834,Nano,285.7209185,2.4387657755672634
39.0,16.53246746,1.140112518,Mega,135.1027922,2.3839181532311784
36.0,11.33544306,0.147556766,Micro,134.9564752,2.8422061726205983
51.0,20.08311019,3.352908382,Macro,183.5747596,2.4662087403618047
23.0,12.66874316,2.059276863,Macro,82.44643572,2.1852839261042183
32.0,11.59153516,1.284588077,Macro,115.6143077,2.5762989171194035
30.0,15.5239034,2.819391995,Macro,104.0397523,2.1521030258677922
62.0,24.48263709,3.48394074,Macro,222.8035563,2.4765147421857874
81.0,36.12313135,4.584246415,Mega,289.653414,2.3799166436670784
56.0,23.96574055,6.276644732,Micro,197.9449499,2.2952165487161444
92.0,37.09719741,5.853243068,Micro,325.2583679,2.410206048590293
13.0,2.528946519,1.071299959,Mega,44.47479316,2.6791646267988622
84.0,23.49099467,6.384877693,Macro,300.4119733,2.638065176285828
85.0,28.16013453,5.626379201,Micro,303.1471178,2.552033124623027
75.0,19.53226006,3.961231768,Micro,268.4892435,2.725959233619872
41.0,11.40108428,5.818696764,Nano,145.4168513,2.497722401087359
71.0,25.76614235,4.75250808,Macro,256.2236007,2.5239066872414098
28.0,10.37265122,2.055377225,Macro,97.55871052,2.4131453912654433
46.0,10.17876113,0.774718817,Micro,162.0752637,2.845748211537287
34.0,6.508500471,0.278443512,Macro,121.0297707,2.967365506727967
27.0,7.772636971,0.026536086,Micro,91.73914461,2.636244960756224
30.0,13.41725958,6.440215299,Micro,102.6531694,2.0589323797310395
95.0,33.33366031,6.90988426,Micro,343.089786,2.536829296295336
34.0,13.97282035,1.019281898,Mega,122.689542,2.5042718391413494
20.0,1.969917453,0.236860685,Nano,72.1769941,3.2502235872069845
86.0,26.940963,6.458130779,Macro,306.4351806,2.5664782780277355
38.0,7.154535323,0.92859048,Nano,134.7922876,2.9249814384601724
66.0,18.14144822,6.39581212,Macro,240.2914041,2.6540609158883233
25.0,5.573783213,0.880543705,Nano,85.23426956,2.709778841626523
44.0,16.08347915,1.731768931,Macro,152.1679478,2.461657156185894
61.0,10.3847837,2.257493687,Nano,223.6785915,3.0373665703538624
69.0,34.17860922,5.927940808,Nano,240.0350217,2.2000056058815884
76.0,31.57443225,5.668187006,Mega,273.0425221,2.411128635966562
89.0,30.98092574,4.599569215,Nano,318.0452073,2.5529293924773846
11.0,1.877361105,1.31866338,Micro,36.9718167,2.6043782003240183
88.0,26.8080032,5.01968692,Nano,314.6571263,2.6259133092266937
27.0,5.176451181,3.561284656,Nano,100.1458568,2.8022440273431366
65.0,20.46492633,4.853305007,Micro,230.5179505,2.552285923756408
48.0,21.5039439,4.735400459,Mega,168.0564913,2.2637119542345014
48.0,7.639383814,0.025406846,Mega,171.0015671,3.071987967124064
46.0,15.49815546,0.169996911,Macro,166.9833119,2.7077722532599404
10.0,2.197709315,1.486695536,Mega,31.40226244,2.2947481298542005
66.0,16.3660306,1.939179561,Macro,235.0669849,2.788285379409956
42.0,16.58242049,2.233249823,Nano,149.8920675,2.464694818433317
71.0,24.04424273,3.088346775,Mega,247.7805991,2.5249573087783967
51.0,24.64687638,6.444050052,Micro,189.4984681,2.3083972411612512
81.0,32.00621358,5.572236777,Nano,287.9609379,2.4284424111889304
10.0,5.139773121,4.751055878,Nano,38.051637,1.9130241882785792
21.0,9.687797959,3.394478002,Nano,78.44892035,2.301751222241387
83.0,20.72620775,4.608829289,Nano,292.3664313,2.698724616623796
96.0,27.15106798,3.544254764,Macro,337.9430533,2.66736802891174
83.0,24.57464264,6.190653254,Macro,293.2635124,2.577794133926801
84.0,27.81758246,6.171058415,Micro,298.3224774,2.5283999814528757
56.0,11.87274594,2.349050432,Nano,201.742012,2.872925821083693
82.0,25.51805538,2.738878738,Mega,288.5305831,2.616892854931071
45.0,17.94359103,0.169790571,Macro,158.7647386,2.5155479641972542
21.0,6.397648245,0.151215719,Nano,70.77050774,2.568908388835224
45.0,10.84335506,1.303214039,Micro,156.8679569,2.745010931946657
18.0,5.104034315,2.428498516,Micro,60.2661565,2.3603673360140993
42.0,8.898194437,2.816417418,Macro,144.07533,2.6822371981189104
36.0,5.363569955,0.89945807,Mega,127.6646972,3.020718182437899
38.0,19.20198497,2.827452097,Mega,131.7523427,2.1947955725946375
55.0,19.7220372,4.378775534,Micro,195.5614761,2.4723067859951526
61.0,20.91410383,1.168951922,Micro,221.3886753,2.6646669804832093
67.0,18.89763578,4.219195092,Micro,242.9308757,2.6957325657074396
96.0,33.9560652,7.22447439,Mega,344.2504657,2.5094701240342303
74.0,25.36070505,3.636620364,Micro,260.1040896,2.5253479986446825
54.0,24.82051231,3.394682094,Micro,191.0424682,2.323688091780578
64.0,16.07763967,2.392235948,Mega,224.5155382,2.722394529124243
37.0,15.40876685,1.935104705,Macro,133.6114088,2.4586288200827835
55.0,20.83503638,3.654609898,Mega,199.5215959,2.5100325041353306
28.0,8.907131624,3.91181952,Nano,101.3116574,2.4819760077272797
58.0,20.92488055,6.059807429,Micro,207.3106406,2.439388147794661
44.0,8.447034198,1.086840262,Mega,164.238952,3.0679444306374237
74.0,23.42012989,2.281383027,Nano,262.5986449,2.6338481455001532
49.0,15.61022141,3.431273747,Mega,175.9628547,2.586110935598646
17.0,1.61910271,2.938538282,Macro,57.90089101,2.6858639603232524
92.0,27.07432784,7.76501425,Micro,326.6822053,2.575558970245996
45.0,12.22453623,6.078835059,Nano,159.171002,2.514415879579838
40.0,20.13539246,4.956791317,Micro,142.7437996,2.192948389764084
49.0,13.85687212,0.150053364,Nano,173.7564969,2.757736480002088
89.0,34.72354863,6.137642552,Macro,315.2344468,2.42747231817857
67.0,28.63117245,9.072549075,Mega,238.4197656,2.277089697743673
40.0,18.81042973,0.847597289,Macro,139.8707439,2.3445418980324932
88.0,20.58313089,3.181661603,Macro,312.2713228,2.79400440724263
14.0,6.082044887,1.15443211,Nano,49.04490098,2.3094650297659256
42.0,6.180146182,1.886427524,Micro,145.2658074,2.9014529385019867
38.0,12.90576954,0.090806236,Micro,136.2445207,2.6716405685441997
56.0,12.97856308,1.005704299,Macro,204.3764128,2.9203193868301707
55.0,15.76697775,3.123576476,Nano,197.7312739,2.676002040737488
84.0,27.6452302,5.916649652,Nano,300.9241889,2.5597088893001447
85.0,30.35464777,7.753122794,Micro,305.6120608,2.482475796612055
67.0,25.58280593,4.020770888,Macro,238.6030704,2.469919626780749
17.0,7.197847026,1.394325609,Nano,59.49515943,2.3247404696166396
22.0,15.12646596,3.792188111,Nano,86.80395604,2.121378574412103
10.0,5.040121601,0.704360749,Mega,36.86056147,2.341173285382736
96.0,27.25291238,3.938099223,Nano,341.9124151,2.688180640996926
39.0,14.37856572,0.241241209,Macro,141.1120057,2.6317141702291416
64.0,22.81691505,6.280742013,Micro,226.5901704,2.4338976677647692
60.0,13.09853245,5.210825936,Micro,215.5833592,2.7529705726530582
55.0,12.37094913,0.918581511,Micro,194.6287816,2.8500529989460466
57.0,23.74241823,2.585252416,Micro,206.4798298,2.4779263382650636
56.0,11.22170396,1.626544308,Macro,200.347425,2.909985802690633
45.0,14.17801327,3.769634351,Mega,158.5393851,2.5185911005689365
12.0,6.636054358,0.838317446,Micro,43.42825766,2.230020978190419
20.0,0.34573089,0.787325148,Micro,71.31864882,3.3747437517678347
92.0,26.86626542,5.435402212,Micro,328.4437938,2.642312046628134
22.0,4.477489767,1.52846934,Nano,71.64559408,2.5582267618927004
70.0,22.85824494,6.146319119,Macro,248.0506236,2.5054463494448465
58.0,16.77650201,0.471002112,Nano,210.880927,2.802497298223943
46.0,15.50255633,4.69488484,Macro,161.7826384,2.443940967212464
43.0,15.51307679,1.626380158,Mega,155.0412374,2.578028556760289
63.0,22.17656835,7.68073193,Macro,223.4236503,2.406096770273235
47.0,9.961821714,4.068030765,Macro,164.214738,2.690728083547397
65.0,22.06340243,3.577571811,Micro,229.2522388,2.529234054683201
49.0,8.208255183,4.305739085,Mega,172.960982,2.811733883617691
15.0,8.592102996,4.880310779,Mega,54.88491943,1.9276524942255269
27.0,9.406938289,4.527243502,Micro,96.75122632,2.3635803156879573
86.0,20.66269354,2.867545084,Macro,312.4340082,2.8524908931545068
98.0,34.22011288,4.474838371,Mega,350.7275252,2.5657679525851123
24.0,5.117508649,2.209701443,Mega,83.75148225,2.6734420972708173
13.0,4.782495242,1.413944986,Micro,46.90197979,2.4432644403303794
16.0,2.075971434,1.435038997,Micro,52.4151192,2.6864379671859755
23.0,12.05716495,1.448221333,Mega,84.12020878,2.3043232066598756
43.0,14.74315816,5.086102811,Micro,152.6018822,2.428834588241237
71.0,26.23145593,3.893304561,Nano,252.8537271,2.500413606640915
18.0,1.056114844,0.748769308,Micro,62.49807961,3.1556902393538424
95.0,35.16812138,6.795153993,Mega,345.0030328,2.518945548435764
74.0,28.1170026,5.894168882,Micro,260.1810487,2.4088346152542104
85.0,32.27082677,1.256186655,Nano,300.0486748,2.5314792478919665
27.0,8.643650064,3.579154088,Mega,99.479876,2.5362764889141016
24.0,0.848264479,1.592571775,Nano,83.77156783,3.168264688198995
64.0,14.60464647,1.769477138,Nano,220.304746,2.7409909571701014
40.0,10.48745064,2.202956943,Micro,142.6127026,2.706616045346601
63.0,17.9879371,3.817063176,Micro,222.9096238,2.628496233412358
36.0,17.03355173,4.427632709,Macro,130.9960832,2.2797316915571697
24.0,0.894522052,1.024989237,Micro,85.81164773,3.3106969793222016
80.0,25.70476151,2.284896577,Mega,281.5414585,2.607115009783446
39.0,17.29712291,2.14164632,Nano,135.3643958,2.316345768119114
14.0,3.443825411,0.082932606,Mega,52.3609775,2.987487899885005
75.0,32.4386176,4.859321808,Micro,269.5336088,2.400165223163469
37.0,6.128436597,1.455540155,Mega,130.2172702,2.920719049454433
38.0,17.84312218,2.009779488,Micro,130.3708814,2.253489066947037
12.0,6.233073586,3.695362555,Macro,45.07483438,2.055542588179499
80.0,26.19652482,5.181134485,Mega,286.7701102,2.5747543267604494
91.0,24.92555148,4.999090743,Mega,322.3014359,2.665308161967817
27.0,14.94411052,1.452690809,Nano,98.6526218,2.273269429516115
75.0,23.68041523,3.618129755,Micro,266.3690338,2.6038399064136994
41.0,19.96957206,4.491042639,Nano,148.2586363,2.264852491558788
20.0,6.870163575,5.127572518,Nano,69.69781948,2.178210960845054
11.0,11.85393949,3.008452988,Macro,37.70652904,1.45796755161284
67.0,18.14052759,1.952495587,Mega,239.1708881,2.7461543918843034
82.0,31.18586055,7.488026788,Mega,291.314666,2.4140654819882106
46.0,14.39237842,1.240397092,Micro,162.9001448,2.643076568380132
67.0,15.96230199,4.823873221,Mega,235.9387612,2.68765281814483
21.0,8.228726375,1.59572773,Mega,72.91644672,2.3655389474739246
48.0,15.83963977,5.286098271,Mega,170.4486331,2.465776683626917
36.0,8.338703112,1.45363758,Mega,133.2701918,2.910316218521726
95.0,26.72353586,3.600530083,Mega,333.9225156,2.664472406695414
73.0,23.51262647,5.371989647,Micro,265.8966362,2.609781989997935
64.0,10.70299962,2.756141184,Macro,231.7348707,2.9917046367242066
25.0,7.100091534,1.5936932,Macro,89.81015562,2.6654813737613052
42.0,6.409452082,3.61896382,Mega,144.0515004,2.768708174227972
47.0,17.54913506,3.5932496,Nano,166.1240988,2.437896760274606
81.0,27.01392648,4.050401703,Macro,284.7887164,2.5412967803183784
37.0,7.753853243,0.646902083,Nano,128.5775395,2.8320572769494543
43.0,22.07496465,3.662349016,Mega,153.0649097,2.2268095963679118
64.0,18.10614293,3.746012095,Mega,222.3419275,2.5898234870779238
50.0,24.2342799,3.802225298,Nano,172.7968154,2.214307457279989
85.0,17.92814765,2.125619697,Mega,305.3832807,2.906923648833054
37.0,14.82608899,5.056452865,Mega,133.9665006,2.35514265416436
87.0,36.78144812,5.944544971,Micro,310.0064665,2.3897020104716957
94.0,39.22119838,10.42085288,Mega,336.8884053,2.345332737487948
88.0,28.32811978,2.4669255,Nano,313.0482667,2.6351963245785632
10.0,2.298248107,2.435478085,Mega,33.59144825,2.2799017582014804
24.0,14.68411591,0.975862762,Micro,87.8650301,2.2154583295838437
38.0,11.25013604,3.18319928,Micro,134.5871144,2.5668234450205483
99.0,38.26367194,3.918182853,Mega,348.837593,2.4708387172803734
33.0,22.70338207,2.302985634,Mega,118.8740489,2.049327575665502
57.0,24.07376287,3.314484216,Mega,208.1833927,2.466971407616045
72.0,14.31731074,1.755859447,Mega,256.1705613,2.9086106558454725
29.0,11.92270713,6.033385743,Nano,103.8744139,2.2121605002559384
40.0,21.84297247,4.621465773,Micro,147.4245875,2.21809724714745
17.0,5.002416953,3.00718727,Micro,59.24360112,2.3688340123957987
96.0,33.16691487,4.802682588,Mega,345.054354,2.5756168604460865
46.0,17.92129715,2.374454098,Nano,167.4756663,2.5261900370282384
57.0,17.26553001,3.183217517,Mega,205.6516972,2.6553263127761517
36.0,16.01664419,2.893217344,Nano,126.1776343,2.2979047984280787
42.0,9.457616913,1.857779697,Macro,150.8827395,2.8300031340609024
90.0,29.0968972,6.041618334,Macro,322.8363326,2.579831886468924
18.0,8.25489387,3.241749256,Macro,62.38868798,2.1151114624635747
51.0,20.69590176,7.122475601,Nano,179.782486,2.280971672083139
28.0,15.02799004,2.260928448,Nano,94.77142622,2.092596365380444
44.0,11.90949864,3.863594664,Mega,152.2200272,2.5466312480403865
18.0,0.544774758,0.584802079,Micro,61.92842166,3.237312680133072
38.0,12.06842573,0.85156322,Macro,133.2952269,2.617738723998682
65.0,18.47026586,3.450908225,Macro,230.4452322,2.6511978769942544
33.0,13.38002348,5.391596379,Macro,113.6807083,2.1958113076162076
74.0,25.85526144,5.046778104,Macro,260.9790138,2.487835459962962
21.0,4.981465892,3.017010069,Nano,75.36215456,2.598831561401862
74.0,29.34550253,3.295645315,Nano,262.0124404,2.45695442795522
40.0,10.83821968,3.212553047,Macro,143.3820862,2.652729627459633
94.0,30.97274726,3.950369298,Macro,336.6023006,2.61087623062982
75.0,24.56962198,3.306948842,Micro,261.289447,2.539834336547731
61.0,18.97689884,2.309437067,Mega,215.3913543,2.6175834897234362
92.0,35.31185933,5.238633498,Nano,329.0311993,2.4823083813574125
99.0,33.89927206,7.955180603,Macro,352.8999567,2.5054227965680824
68.0,26.21474469,5.257853498,Micro,237.886004,2.3914727104081783
42.0,19.99560462,4.136097691,Macro,145.7346993,2.203704036146658
63.0,16.52948801,3.351418583,Micro,223.6950619,2.698993906986208
75.0,28.80884454,6.73194589,Mega,268.791677,2.431606250999376
15.0,17.87852819,6.684451448,Macro,50.73559898,1.2824008566652239
49.0,21.10566879,7.20966175,Mega,170.0457399,2.1993793302354807
66.0,18.92735337,7.016310108,Nano,232.6205345,2.5300333454263626
31.0,6.900105047,0.7423989,Nano,111.8268837,2.893882959897625
56.0,20.7459852,4.241658945,Macro,202.9861934,2.5063847151372154
54.0,20.11177512,3.804180277,Micro,194.1291713,2.4915201297457816
60.0,12.23406316,1.659737604,Micro,214.1917541,2.8986430781125976
35.0,5.121271546,0.875164961,Mega,122.8236586,2.9959593824460393
50.0,8.412303495,3.642783793,Micro,177.1283951,2.8543734742961595
37.0,14.42898333,0.246283393,Macro,131.29209,2.5407143170402557
39.0,13.63285082,2.890436804,Micro,136.8019191,2.4638656130453485
28.0,18.40492335,2.688172679,Nano,102.3886217,2.0856012348359037
87.0,26.92871169,0.550205659,Macro,306.9884652,2.6816157272357506
61.0,23.9098499,5.37298311,Macro,218.092673,2.4156604941256488
40.0,8.588407255,3.068645816,Micro,140.1615469,2.7133089978507883
79.0,27.50669513,7.241425458,Macro,285.4800485,2.509756179040703
11.0,0.216101168,0.753242703,Mega,41.39651524,3.4585450703190013
80.0,27.51236249,1.032765641,Nano,283.416972,2.6110519825261265
11.0,0.491153398,1.505058922,Micro,34.93300225,2.6879371766065456
94.0,34.15861088,5.82074361,Micro,330.640837,2.4678491567495833
84.0,25.04782863,3.111012701,Micro,295.4963766,2.6346240126352543
21.0,7.046414004,0.056054843,Macro,72.07541671,2.5647361127737436
16.0,10.32754546,1.40656398,Micro,57.40985369,2.070008911380426
71.0,20.84941338,2.469887527,Mega,253.4622592,2.687278815286353
27.0,0.975331234,0.409356653,Nano,88.80402133,3.128588966119006
59.0,28.88785755,5.388404394,Micro,207.3302796,2.222755021255829
22.0,13.1533711,3.584616882,Nano,79.69777425,2.0573545091457093
65.0,21.07836064,3.607061612,Mega,232.2761831,2.5898989742986935
28.0,3.306779995,2.690659024,Macro,99.48425179,2.926227817760087
49.0,14.87396622,1.638303876,Macro,174.200192,2.659046797565273
61.0,20.00446791,6.081970669,Mega,220.1068272,2.527452388586671
72.0,24.68121877,6.002450357,Nano,256.0372024,2.4934559173507047
27.0,8.158783618,1.846245517,Macro,100.2771075,2.7098237683903394
50.0,12.39492222,0.742938135,Mega,176.9281077,2.8022506100967157
79.0,33.69096007,7.889353903,Micro,279.6918286,2.3195480206049868
57.0,17.73126576,1.135948669,Micro,200.1080526,2.6376090661305387
49.0,16.39876978,1.569718706,Macro,171.3306322,2.5583768735622168
20.0,9.578543177,2.141996655,Mega,72.31156329,2.279644787666929
59.0,8.856135087,3.232468215,Nano,214.291665,3.0144306547934545
51.0,16.74509293,1.373291629,Micro,184.8950088,2.6750481797237633
65.0,29.06907952,3.380965049,Mega,234.3780869,2.405110104737278
54.0,9.42171819,0.760326336,Macro,190.0490835,2.961094257803077
30.0,11.26567713,0.144117014,Mega,102.4712089,2.474564556965985
47.0,9.266865633,4.040010034,Mega,164.6380952,2.7300053829532107
73.0,22.37030589,0.171148051,Nano,257.6727806,2.6969736169089646
94.0,29.8950106,6.500131863,Macro,333.7007365,2.5591500587891036
10.0,6.492418979,1.307754019,Micro,34.0463585,1.912698180170799
19.0,2.477590756,5.557077517,Nano,68.63176182,2.5386574426194732
79.0,19.57607017,4.32634078,Macro,279.4144408,2.715334249415854
94.0,40.3813996,5.407997745,Macro,331.4446076,2.371028231719143
65.0,23.88150599,2.832255371,Nano,228.577409,2.4922912942179183
80.0,33.31778758,5.06205685,Micro,284.0248239,2.399266743993304
24.0,9.255560345,3.540823973,Micro,85.37271907,2.3201388031007575
35.0,5.785759307,3.368526918,Mega,127.2212975,2.8812898673462817
27.0,8.720237277,1.05124005,Micro,100.6415713,2.7369466395113378
98.0,34.15632865,6.982952679,Micro,347.8305464,2.4998730989384783
45.0,6.134131482,2.619106545,Macro,160.3981526,2.9839719147604233
29.0,15.47539803,4.828720171,Mega,106.3468306,2.1569563452377705
100.0,41.1538091,4.31660016,Macro,353.617947,2.4308582673193477
99.0,28.76670512,5.585103137,Macro,352.3179119,2.642018256107944
16.0,17.75660719,4.547851426,Micro,55.40369343,1.4464032499563262
51.0,14.84955816,6.545391968,Micro,181.6616002,2.509313147931008
66.0,22.15855916,2.197680767,Macro,234.3288131,2.59338827389583
41.0,12.99793945,3.006704771,Micro,147.3867563,2.5855219046469204
35.0,12.14629522,1.992383015,Mega,122.9577834,2.502260700053199
99.0,37.46822321,7.194404457,Macro,349.4961687,2.4327563429377603
15.0,10.41031566,1.834639961,Micro,51.78609705,1.9007590898802587
99.0,29.85251876,9.316561995,Nano,353.4458885,2.558067887320801
72.0,26.93997283,2.332437144,Macro,257.1804575,2.5394918276954876
15.0,2.797290618,4.83886776,Nano,48.86115001,2.1585442721362114
