TV,Radio,Social Media,Sales,ROI,Influencer_Mega,Influencer_Micro,Influencer_Nano
100.0,28.18902322,7.08946877,351.0759614,2.5952090109487034,False,False,False
99.0,29.46090412,3.652058045,352.6886614,2.669599224938399,False,False,True
36.0,9.430653096,1.800419039,126.6813489,2.6821611954500684,True,False,False
91.0,25.72782083,1.843733021,323.9925226,2.7324641710197803,False,True,False
76.0,26.11945389,2.807858549,274.1270839,2.612542697682885,False,True,False
62.0,22.51118185,5.611983098,217.5702553,2.4141435270891285,False,False,False
10.0,2.60914311,2.819618562,38.76776157,2.5126943039346727,False,True,False
15.0,3.290238601,2.496801639,54.25755446,2.6101625740635024,False,False,False
86.0,24.31804069,4.732207886,301.588153,2.621360290245497,True,False,False
74.0,22.33691421,3.305106634,260.4652558,2.6140101695426834,False,False,True
56.0,18.73208697,5.045613626,195.7680131,2.4539189728140105,False,False,False
58.0,13.0236864,2.801238068,202.8761601,2.7480713534348182,True,False,False
64.0,17.73913594,7.069535685,229.3025507,2.5819837917207447,True,False,False
15.0,4.49022906,3.840346443,56.72556568,2.4313830437961483,False,False,False
15.0,0.987432188,1.921882034,50.35337311,2.811574607817499,False,False,True
45.0,19.26995186,2.34568982,154.8236528,2.3241336253086438,False,True,False
80.0,32.87300062,3.930685527,286.1047156,2.449449371314626,False,False,False
35.0,16.29976047,0.058387425,124.0293839,2.4149894220012356,False,False,False
71.0,18.53215998,2.698179495,246.8109839,2.6760281411183646,False,False,True
80.0,21.82701759,1.183157336,284.2934679,2.759858121823689,False,False,False
38.0,2.589298485,4.232246203,138.1027677,3.081169305103713,False,False,False
32.0,17.63131395,5.079566756,114.6591031,2.095727607021059,False,True,False
43.0,14.86636304,1.188064861,151.7736207,2.570063348246067,False,True,False
98.0,28.93749129,5.478686281,341.5305096,2.579220423553424,True,False,False
40.0,7.646082707,2.037287337,141.5940632,2.8499287201049994,False,True,False
85.0,19.84397609,1.989410201,302.8650743,2.8349290873831863,False,False,True
44.0,15.99054487,2.975989378,157.3036932,2.4982110747979815,True,False,False
20.0,7.92425546,1.392122965,72.9067845,2.4868960088817658,True,False,False
98.0,32.21629028,5.011827563,346.2070486,2.5601705778523574,True,False,False
77.0,27.14371231,5.714889719,271.3634202,2.470115359090103,False,False,False
77.0,24.18854494,5.133802599,280.5497002,2.6386710479383635,False,True,False
90.0,26.32104188,4.477032317,325.7829853,2.69692201192468,True,False,False
38.0,8.781974568,3.023611644,131.7340053,2.644964457184934,False,False,True
61.0,19.56867636,4.721144433,214.0505181,2.5096842285494376,False,True,False
100.0,31.63231852,6.437839912,351.8656104,2.5484551795694137,True,False,False
66.0,23.34851007,1.951877827,235.1678552,2.5757596502799442,False,False,True
79.0,20.47557359,4.375098213,276.5465088,2.6629246012447196,False,False,True
85.0,30.20696161,8.387590266,297.8406918,2.4098205566440964,False,False,False
31.0,0.417441168,1.904980213,111.3940251,3.3429150849018248,False,False,False
58.0,22.86918182,6.281662732,208.923077,2.3972582029924285,False,False,True
21.0,15.77276268,1.943856468,70.43434129,1.8192275782333764,False,False,True
91.0,34.15101221,7.847444243,329.7585643,2.4794164766606333,False,True,False
27.0,2.400931141,1.783291031,95.82210034,3.072775065912585,False,False,True
30.0,10.89003569,3.371902326,104.4081903,2.3588707358963377,True,False,False
79.0,21.04641738,4.585300693,279.0002133,2.6664974869794804,False,True,False
80.0,29.63068625,7.527312834,285.7209185,2.4387657755672634,False,False,True
39.0,16.53246746,1.140112518,135.1027922,2.3839181532311784,True,False,False
36.0,11.33544306,0.147556766,134.9564752,2.8422061726205983,False,True,False
51.0,20.08311019,3.352908382,183.5747596,2.4662087403618047,False,False,False
23.0,12.66874316,2.059276863,82.44643572,2.1852839261042183,False,False,False
32.0,11.59153516,1.284588077,115.6143077,2.5762989171194035,False,False,False
30.0,15.5239034,2.819391995,104.0397523,2.1521030258677922,False,False,False
62.0,24.48263709,3.48394074,222.8035563,2.4765147421857874,False,False,False
81.0,36.12313135,4.584246415,289.653414,2.3799166436670784,True,False,False
56.0,23.96574055,6.276644732,197.9449499,2.2952165487161444,False,True,False
92.0,37.09719741,5.853243068,325.2583679,2.410206048590293,False,True,False
13.0,2.528946519,1.071299959,44.47479316,2.6791646267988622,True,False,False
84.0,23.49099467,6.384877693,300.4119733,2.638065176285828,False,False,False
85.0,28.16013453,5.626379201,303.1471178,2.552033124623027,False,True,False
75.0,19.53226006,3.961231768,268.4892435,2.725959233619872,False,True,False
41.0,11.40108428,5.818696764,145.4168513,2.497722401087359,False,False,True
71.0,25.76614235,4.75250808,256.2236007,2.5239066872414098,False,False,False
28.0,10.37265122,2.055377225,97.55871052,2.4131453912654433,False,False,False
46.0,10.17876113,0.774718817,162.0752637,2.845748211537287,False,True,False
34.0,6.508500471,0.278443512,121.0297707,2.967365506727967,False,False,False
27.0,7.772636971,0.026536086,91.73914461,2.636244960756224,False,True,False
30.0,13.41725958,6.440215299,102.6531694,2.0589323797310395,False,True,False
95.0,33.33366031,6.90988426,343.089786,2.536829296295336,False,True,False
34.0,13.97282035,1.019281898,122.689542,2.5042718391413494,True,False,False
20.0,1.969917453,0.236860685,72.1769941,3.2502235872069845,False,False,True
86.0,26.940963,6.458130779,306.4351806,2.5664782780277355,False,False,False
38.0,7.154535323,0.92859048,134.7922876,2.9249814384601724,False,False,True
66.0,18.14144822,6.39581212,240.2914041,2.6540609158883233,False,False,False
25.0,5.573783213,0.880543705,85.23426956,2.709778841626523,False,False,True
44.0,16.08347915,1.731768931,152.1679478,2.461657156185894,False,False,False
61.0,10.3847837,2.257493687,223.6785915,3.0373665703538624,False,False,True
69.0,34.17860922,5.927940808,240.0350217,2.2000056058815884,False,False,True
76.0,31.57443225,5.668187006,273.0425221,2.411128635966562,True,False,False
89.0,30.98092574,4.599569215,318.0452073,2.5529293924773846,False,False,True
11.0,1.877361105,1.31866338,36.9718167,2.6043782003240183,False,True,False
88.0,26.8080032,5.01968692,314.6571263,2.6259133092266937,False,False,True
27.0,5.176451181,3.561284656,100.1458568,2.8022440273431366,False,False,True
65.0,20.46492633,4.853305007,230.5179505,2.552285923756408,False,True,False
48.0,21.5039439,4.735400459,168.0564913,2.2637119542345014,True,False,False
48.0,7.639383814,0.025406846,171.0015671,3.071987967124064,True,False,False
46.0,15.49815546,0.169996911,166.9833119,2.7077722532599404,False,False,False
10.0,2.197709315,1.486695536,31.40226244,2.2947481298542005,True,False,False
66.0,16.3660306,1.939179561,235.0669849,2.788285379409956,False,False,False
42.0,16.58242049,2.233249823,149.8920675,2.464694818433317,False,False,True
71.0,24.04424273,3.088346775,247.7805991,2.5249573087783967,True,False,False
51.0,24.64687638,6.444050052,189.4984681,2.3083972411612512,False,True,False
81.0,32.00621358,5.572236777,287.9609379,2.4284424111889304,False,False,True
10.0,5.139773121,4.751055878,38.051637,1.9130241882785792,False,False,True
21.0,9.687797959,3.394478002,78.44892035,2.301751222241387,False,False,True
83.0,20.72620775,4.608829289,292.3664313,2.698724616623796,False,False,True
96.0,27.15106798,3.544254764,337.9430533,2.66736802891174,False,False,False
83.0,24.57464264,6.190653254,293.2635124,2.577794133926801,False,False,False
84.0,27.81758246,6.171058415,298.3224774,2.5283999814528757,False,True,False
56.0,11.87274594,2.349050432,201.742012,2.872925821083693,False,False,True
82.0,25.51805538,2.738878738,288.5305831,2.616892854931071,True,False,False
45.0,17.94359103,0.169790571,158.7647386,2.5155479641972542,False,False,False
21.0,6.397648245,0.151215719,70.77050774,2.568908388835224,False,False,True
45.0,10.84335506,1.303214039,156.8679569,2.745010931946657,False,True,False
18.0,5.104034315,2.428498516,60.2661565,2.3603673360140993,False,True,False
42.0,8.898194437,2.816417418,144.07533,2.6822371981189104,False,False,False
36.0,5.363569955,0.89945807,127.6646972,3.020718182437899,True,False,False
38.0,19.20198497,2.827452097,131.7523427,2.1947955725946375,True,False,False
55.0,19.7220372,4.378775534,195.5614761,2.4723067859951526,False,True,False
61.0,20.91410383,1.168951922,221.3886753,2.6646669804832093,False,True,False
67.0,18.89763578,4.219195092,242.9308757,2.6957325657074396,False,True,False
96.0,33.9560652,7.22447439,344.2504657,2.5094701240342303,True,False,False
74.0,25.36070505,3.636620364,260.1040896,2.5253479986446825,False,True,False
54.0,24.82051231,3.394682094,191.0424682,2.323688091780578,False,True,False
64.0,16.07763967,2.392235948,224.5155382,2.722394529124243,True,False,False
37.0,15.40876685,1.935104705,133.6114088,2.4586288200827835,False,False,False
55.0,20.83503638,3.654609898,199.5215959,2.5100325041353306,True,False,False
28.0,8.907131624,3.91181952,101.3116574,2.4819760077272797,False,False,True
58.0,20.92488055,6.059807429,207.3106406,2.439388147794661,False,True,False
44.0,8.447034198,1.086840262,164.238952,3.0679444306374237,True,False,False
74.0,23.42012989,2.281383027,262.5986449,2.6338481455001532,False,False,True
49.0,15.61022141,3.431273747,175.9628547,2.586110935598646,True,False,False
17.0,1.61910271,2.938538282,57.90089101,2.6858639603232524,False,False,False
92.0,27.07432784,7.76501425,326.6822053,2.575558970245996,False,True,False
45.0,12.22453623,6.078835059,159.171002,2.514415879579838,False,False,True
40.0,20.13539246,4.956791317,142.7437996,2.192948389764084,False,True,False
49.0,13.85687212,0.150053364,173.7564969,2.757736480002088,False,False,True
89.0,34.72354863,6.137642552,315.2344468,2.42747231817857,False,False,False
67.0,28.63117245,9.072549075,238.4197656,2.277089697743673,True,False,False
40.0,18.81042973,0.847597289,139.8707439,2.3445418980324932,False,False,False
88.0,20.58313089,3.181661603,312.2713228,2.79400440724263,False,False,False
14.0,6.082044887,1.15443211,49.04490098,2.3094650297659256,False,False,True
42.0,6.180146182,1.886427524,145.2658074,2.9014529385019867,False,True,False
38.0,12.90576954,0.090806236,136.2445207,2.6716405685441997,False,True,False
56.0,12.97856308,1.005704299,204.3764128,2.9203193868301707,False,False,False
55.0,15.76697775,3.123576476,197.7312739,2.676002040737488,False,False,True
84.0,27.6452302,5.916649652,300.9241889,2.5597088893001447,False,False,True
85.0,30.35464777,7.753122794,305.6120608,2.482475796612055,False,True,False
67.0,25.58280593,4.020770888,238.6030704,2.469919626780749,False,False,False
17.0,7.197847026,1.394325609,59.49515943,2.3247404696166396,False,False,True
22.0,15.12646596,3.792188111,86.80395604,2.121378574412103,False,False,True
10.0,5.040121601,0.704360749,36.86056147,2.341173285382736,True,False,False
96.0,27.25291238,3.938099223,341.9124151,2.688180640996926,False,False,True
39.0,14.37856572,0.241241209,141.1120057,2.6317141702291416,False,False,False
64.0,22.81691505,6.280742013,226.5901704,2.4338976677647692,False,True,False
60.0,13.09853245,5.210825936,215.5833592,2.7529705726530582,False,True,False
55.0,12.37094913,0.918581511,194.6287816,2.8500529989460466,False,True,False
57.0,23.74241823,2.585252416,206.4798298,2.4779263382650636,False,True,False
56.0,11.22170396,1.626544308,200.347425,2.909985802690633,False,False,False
45.0,14.17801327,3.769634351,158.5393851,2.5185911005689365,True,False,False
12.0,6.636054358,0.838317446,43.42825766,2.230020978190419,False,True,False
20.0,0.34573089,0.787325148,71.31864882,3.3747437517678347,False,True,False
92.0,26.86626542,5.435402212,328.4437938,2.642312046628134,False,True,False
22.0,4.477489767,1.52846934,71.64559408,2.5582267618927004,False,False,True
70.0,22.85824494,6.146319119,248.0506236,2.5054463494448465,False,False,False
58.0,16.77650201,0.471002112,210.880927,2.802497298223943,False,False,True
46.0,15.50255633,4.69488484,161.7826384,2.443940967212464,False,False,False
43.0,15.51307679,1.626380158,155.0412374,2.578028556760289,True,False,False
63.0,22.17656835,7.68073193,223.4236503,2.406096770273235,False,False,False
47.0,9.961821714,4.068030765,164.214738,2.690728083547397,False,False,False
65.0,22.06340243,3.577571811,229.2522388,2.529234054683201,False,True,False
49.0,8.208255183,4.305739085,172.960982,2.811733883617691,True,False,False
15.0,8.592102996,4.880310779,54.88491943,1.9276524942255269,True,False,False
27.0,9.406938289,4.527243502,96.75122632,2.3635803156879573,False,True,False
86.0,20.66269354,2.867545084,312.4340082,2.8524908931545068,False,False,False
98.0,34.22011288,4.474838371,350.7275252,2.5657679525851123,True,False,False
24.0,5.117508649,2.209701443,83.75148225,2.6734420972708173,True,False,False
13.0,4.782495242,1.413944986,46.90197979,2.4432644403303794,False,True,False
16.0,2.075971434,1.435038997,52.4151192,2.6864379671859755,False,True,False
23.0,12.05716495,1.448221333,84.12020878,2.3043232066598756,True,False,False
43.0,14.74315816,5.086102811,152.6018822,2.428834588241237,False,True,False
71.0,26.23145593,3.893304561,252.8537271,2.500413606640915,False,False,True
18.0,1.056114844,0.748769308,62.49807961,3.1556902393538424,False,True,False
95.0,35.16812138,6.795153993,345.0030328,2.518945548435764,True,False,False
74.0,28.1170026,5.894168882,260.1810487,2.4088346152542104,False,True,False
85.0,32.27082677,1.256186655,300.0486748,2.5314792478919665,False,False,True
27.0,8.643650064,3.579154088,99.479876,2.5362764889141016,True,False,False
24.0,0.848264479,1.592571775,83.77156783,3.168264688198995,False,False,True
64.0,14.60464647,1.769477138,220.304746,2.7409909571701014,False,False,True
40.0,10.48745064,2.202956943,142.6127026,2.706616045346601,False,True,False
63.0,17.9879371,3.817063176,222.9096238,2.628496233412358,False,True,False
36.0,17.03355173,4.427632709,130.9960832,2.2797316915571697,False,False,False
24.0,0.894522052,1.024989237,85.81164773,3.3106969793222016,False,True,False
80.0,25.70476151,2.284896577,281.5414585,2.607115009783446,True,False,False
39.0,17.29712291,2.14164632,135.3643958,2.316345768119114,False,False,True
14.0,3.443825411,0.082932606,52.3609775,2.987487899885005,True,False,False
75.0,32.4386176,4.859321808,269.5336088,2.400165223163469,False,True,False
37.0,6.128436597,1.455540155,130.2172702,2.920719049454433,True,False,False
38.0,17.84312218,2.009779488,130.3708814,2.253489066947037,False,True,False
12.0,6.233073586,3.695362555,45.07483438,2.055542588179499,False,False,False
80.0,26.19652482,5.181134485,286.7701102,2.5747543267604494,True,False,False
91.0,24.92555148,4.999090743,322.3014359,2.665308161967817,True,False,False
27.0,14.94411052,1.452690809,98.6526218,2.273269429516115,False,False,True
75.0,23.68041523,3.618129755,266.3690338,2.6038399064136994,False,True,False
41.0,19.96957206,4.491042639,148.2586363,2.264852491558788,False,False,True
20.0,6.870163575,5.127572518,69.69781948,2.178210960845054,False,False,True
11.0,11.85393949,3.008452988,37.70652904,1.45796755161284,False,False,False
67.0,18.14052759,1.952495587,239.1708881,2.7461543918843034,True,False,False
82.0,31.18586055,7.488026788,291.314666,2.4140654819882106,True,False,False
46.0,14.39237842,1.240397092,162.9001448,2.643076568380132,False,True,False
67.0,15.96230199,4.823873221,235.9387612,2.68765281814483,True,False,False
21.0,8.228726375,1.59572773,72.91644672,2.3655389474739246,True,False,False
48.0,15.83963977,5.286098271,170.4486331,2.465776683626917,True,False,False
36.0,8.338703112,1.45363758,133.2701918,2.910316218521726,True,False,False
95.0,26.72353586,3.600530083,333.9225156,2.664472406695414,True,False,False
73.0,23.51262647,5.371989647,265.8966362,2.609781989997935,False,True,False
64.0,10.70299962,2.756141184,231.7348707,2.9917046367242066,False,False,False
25.0,7.100091534,1.5936932,89.81015562,2.6654813737613052,False,False,False
42.0,6.409452082,3.61896382,144.0515004,2.768708174227972,True,False,False
47.0,17.54913506,3.5932496,166.1240988,2.437896760274606,False,False,True
81.0,27.01392648,4.050401703,284.7887164,2.5412967803183784,False,False,False
37.0,7.753853243,0.646902083,128.5775395,2.8320572769494543,False,False,True
43.0,22.07496465,3.662349016,153.0649097,2.2268095963679118,True,False,False
64.0,18.10614293,3.746012095,222.3419275,2.5898234870779238,True,False,False
50.0,24.2342799,3.802225298,172.7968154,2.214307457279989,False,False,True
85.0,17.92814765,2.125619697,305.3832807,2.906923648833054,True,False,False
37.0,14.82608899,5.056452865,133.9665006,2.35514265416436,True,False,False
87.0,36.78144812,5.944544971,310.0064665,2.3897020104716957,False,True,False
94.0,39.22119838,10.42085288,336.8884053,2.345332737487948,True,False,False
88.0,28.32811978,2.4669255,313.0482667,2.6351963245785632,False,False,True
10.0,2.298248107,2.435478085,33.59144825,2.2799017582014804,True,False,False
24.0,14.68411591,0.975862762,87.8650301,2.2154583295838437,False,True,False
38.0,11.25013604,3.18319928,134.5871144,2.5668234450205483,False,True,False
99.0,38.26367194,3.918182853,348.837593,2.4708387172803734,True,False,False
33.0,22.70338207,2.302985634,118.8740489,2.049327575665502,True,False,False
57.0,24.07376287,3.314484216,208.1833927,2.466971407616045,True,False,False
72.0,14.31731074,1.755859447,256.1705613,2.9086106558454725,True,False,False
29.0,11.92270713,6.033385743,103.8744139,2.2121605002559384,False,False,True
40.0,21.84297247,4.621465773,147.4245875,2.21809724714745,False,True,False
17.0,5.002416953,3.00718727,59.24360112,2.3688340123957987,False,True,False
96.0,33.16691487,4.802682588,345.054354,2.5756168604460865,True,False,False
46.0,17.92129715,2.374454098,167.4756663,2.5261900370282384,False,False,True
57.0,17.26553001,3.183217517,205.6516972,2.6553263127761517,True,False,False
36.0,16.01664419,2.893217344,126.1776343,2.2979047984280787,False,False,True
42.0,9.457616913,1.857779697,150.8827395,2.8300031340609024,False,False,False
90.0,29.0968972,6.041618334,322.8363326,2.579831886468924,False,False,False
18.0,8.25489387,3.241749256,62.38868798,2.1151114624635747,False,False,False
51.0,20.69590176,7.122475601,179.782486,2.280971672083139,False,False,True
28.0,15.02799004,2.260928448,94.77142622,2.092596365380444,False,False,True
44.0,11.90949864,3.863594664,152.2200272,2.5466312480403865,True,False,False
18.0,0.544774758,0.584802079,61.92842166,3.237312680133072,False,True,False
38.0,12.06842573,0.85156322,133.2952269,2.617738723998682,False,False,False
65.0,18.47026586,3.450908225,230.4452322,2.6511978769942544,False,False,False
33.0,13.38002348,5.391596379,113.6807083,2.1958113076162076,False,False,False
74.0,25.85526144,5.046778104,260.9790138,2.487835459962962,False,False,False
21.0,4.981465892,3.017010069,75.36215456,2.598831561401862,False,False,True
74.0,29.34550253,3.295645315,262.0124404,2.45695442795522,False,False,True
40.0,10.83821968,3.212553047,143.3820862,2.652729627459633,False,False,False
94.0,30.97274726,3.950369298,336.6023006,2.61087623062982,False,False,False
75.0,24.56962198,3.306948842,261.289447,2.539834336547731,False,True,False
61.0,18.97689884,2.309437067,215.3913543,2.6175834897234362,True,False,False
92.0,35.31185933,5.238633498,329.0311993,2.4823083813574125,False,False,True
99.0,33.89927206,7.955180603,352.8999567,2.5054227965680824,False,False,False
68.0,26.21474469,5.257853498,237.886004,2.3914727104081783,False,True,False
42.0,19.99560462,4.136097691,145.7346993,2.203704036146658,False,False,False
63.0,16.52948801,3.351418583,223.6950619,2.698993906986208,False,True,False
75.0,28.80884454,6.73194589,268.791677,2.431606250999376,True,False,False
15.0,17.87852819,6.684451448,50.73559898,1.2824008566652239,False,False,False
49.0,21.10566879,7.20966175,170.0457399,2.1993793302354807,True,False,False
66.0,18.92735337,7.016310108,232.6205345,2.5300333454263626,False,False,True
31.0,6.900105047,0.7423989,111.8268837,2.893882959897625,False,False,True
56.0,20.7459852,4.241658945,202.9861934,2.5063847151372154,False,False,False
54.0,20.11177512,3.804180277,194.1291713,2.4915201297457816,False,True,False
60.0,12.23406316,1.659737604,214.1917541,2.8986430781125976,False,True,False
35.0,5.121271546,0.875164961,122.8236586,2.9959593824460393,True,False,False
50.0,8.412303495,3.642783793,177.1283951,2.8543734742961595,False,True,False
37.0,14.42898333,0.246283393,131.29209,2.5407143170402557,False,False,False
39.0,13.63285082,2.890436804,136.8019191,2.4638656130453485,False,True,False
28.0,18.40492335,2.688172679,102.3886217,2.0856012348359037,False,False,True
87.0,26.92871169,0.550205659,306.9884652,2.6816157272357506,False,False,False
61.0,23.9098499,5.37298311,218.092673,2.4156604941256488,False,False,False
40.0,8.588407255,3.068645816,140.1615469,2.7133089978507883,False,True,False
79.0,27.50669513,7.241425458,285.4800485,2.509756179040703,False,False,False
11.0,0.216101168,0.753242703,41.39651524,3.4585450703190013,True,False,False
80.0,27.51236249,1.032765641,283.416972,2.6110519825261265,False,False,True
11.0,0.491153398,1.505058922,34.93300225,2.6879371766065456,False,True,False
94.0,34.15861088,5.82074361,330.640837,2.4678491567495833,False,True,False
84.0,25.04782863,3.111012701,295.4963766,2.6346240126352543,False,True,False
21.0,7.046414004,0.056054843,72.07541671,2.5647361127737436,False,False,False
16.0,10.32754546,1.40656398,57.40985369,2.070008911380426,False,True,False
71.0,20.84941338,2.469887527,253.4622592,2.687278815286353,True,False,False
27.0,0.975331234,0.409356653,88.80402133,3.128588966119006,False,False,True
59.0,28.88785755,5.388404394,207.3302796,2.222755021255829,False,True,False
22.0,13.1533711,3.584616882,79.69777425,2.0573545091457093,False,False,True
65.0,21.07836064,3.607061612,232.2761831,2.5898989742986935,True,False,False
28.0,3.306779995,2.690659024,99.48425179,2.926227817760087,False,False,False
49.0,14.87396622,1.638303876,174.200192,2.659046797565273,False,False,False
61.0,20.00446791,6.081970669,220.1068272,2.527452388586671,True,False,False
72.0,24.68121877,6.002450357,256.0372024,2.4934559173507047,False,False,True
27.0,8.158783618,1.846245517,100.2771075,2.7098237683903394,False,False,False
50.0,12.39492222,0.742938135,176.9281077,2.8022506100967157,True,False,False
79.0,33.69096007,7.889353903,279.6918286,2.3195480206049868,False,True,False
57.0,17.73126576,1.135948669,200.1080526,2.6376090661305387,False,True,False
49.0,16.39876978,1.569718706,171.3306322,2.5583768735622168,False,False,False
20.0,9.578543177,2.141996655,72.31156329,2.279644787666929,True,False,False
59.0,8.856135087,3.232468215,214.291665,3.0144306547934545,False,False,True
51.0,16.74509293,1.373291629,184.8950088,2.6750481797237633,False,True,False
65.0,29.06907952,3.380965049,234.3780869,2.405110104737278,True,False,False
54.0,9.42171819,0.760326336,190.0490835,2.961094257803077,False,False,False
30.0,11.26567713,0.144117014,102.4712089,2.474564556965985,True,False,False
47.0,9.266865633,4.040010034,164.6380952,2.7300053829532107,True,False,False
73.0,22.37030589,0.171148051,257.6727806,2.6969736169089646,False,False,True
94.0,29.8950106,6.500131863,333.7007365,2.5591500587891036,False,False,False
10.0,6.492418979,1.307754019,34.0463585,1.912698180170799,False,True,False
19.0,2.477590756,5.557077517,68.63176182,2.5386574426194732,False,False,True
79.0,19.57607017,4.32634078,279.4144408,2.715334249415854,False,False,False
94.0,40.3813996,5.407997745,331.4446076,2.371028231719143,False,False,False
65.0,23.88150599,2.832255371,228.577409,2.4922912942179183,False,False,True
80.0,33.31778758,5.06205685,284.0248239,2.399266743993304,False,True,False
24.0,9.255560345,3.540823973,85.37271907,2.3201388031007575,False,True,False
35.0,5.785759307,3.368526918,127.2212975,2.8812898673462817,True,False,False
27.0,8.720237277,1.05124005,100.6415713,2.7369466395113378,False,True,False
98.0,34.15632865,6.982952679,347.8305464,2.4998730989384783,False,True,False
45.0,6.134131482,2.619106545,160.3981526,2.9839719147604233,False,False,False
29.0,15.47539803,4.828720171,106.3468306,2.1569563452377705,True,False,False
100.0,41.1538091,4.31660016,353.617947,2.4308582673193477,False,False,False
99.0,28.76670512,5.585103137,352.3179119,2.642018256107944,False,False,False
16.0,17.75660719,4.547851426,55.40369343,1.4464032499563262,False,True,False
51.0,14.84955816,6.545391968,181.6616002,2.509313147931008,False,True,False
66.0,22.15855916,2.197680767,234.3288131,2.59338827389583,False,False,False
41.0,12.99793945,3.006704771,147.3867563,2.5855219046469204,False,True,False
35.0,12.14629522,1.992383015,122.9577834,2.502260700053199,True,False,False
99.0,37.46822321,7.194404457,349.4961687,2.4327563429377603,False,False,False
15.0,10.41031566,1.834639961,51.78609705,1.9007590898802587,False,True,False
99.0,29.85251876,9.316561995,353.4458885,2.558067887320801,False,False,True
72.0,26.93997283,2.332437144,257.1804575,2.5394918276954876,False,False,False
15.0,2.797290618,4.83886776,48.86115001,2.1585442721362114,False,False,True
13.0,3.220673901,2.446239991,45.23135362,2.423076137903256,False,False,True
61.0,17.07116687,3.800921079,222.5963753,2.718831055568784,False,False,True
31.0,9.170028162,1.012183081,110.5825006,2.6852006549016085,False,False,True
58.0,15.2413917,0.114189919,209.1489884,2.8511666567691405,False,False,False
16.0,7.327697332,3.236219566,58.13798394,2.188607356484285,False,False,False
54.0,14.05805349,1.497131726,195.7694205,2.8145913189943816,False,False,False
90.0,32.98908421,5.114303431,321.266614,2.5078697754685866,False,False,False
12.0,0.683476114,0.765877712,43.57911654,3.240238683865525,False,True,False
59.0,24.66295001,4.291873948,209.1876697,2.378353571600471,False,True,False
17.0,11.16675392,2.370877592,63.48794091,2.0790067129158962,False,False,False
60.0,23.53730258,4.940351212,213.9107918,2.417681557231137,False,True,False
17.0,5.114304619,0.260751503,61.81393577,2.7626270715460772,True,False,False
25.0,6.831105212,1.051652994,94.28890228,2.8674268043243236,False,True,False
32.0,4.01212603,0.427108804,112.2035442,3.0791959466532854,False,False,True
47.0,20.27755079,0.747904517,169.8875281,2.497411113726396,False,False,False
57.0,20.46156446,5.264913626,197.1858386,2.3835879776606888,False,True,False
48.0,13.68967669,3.947498786,173.0984379,2.6372011995441946,True,False,False
21.0,14.44136866,0.342016761,74.21648745,2.074048796021546,False,True,False
27.0,9.569824803,2.216601931,97.36011862,2.510159527911721,True,False,False
90.0,36.55151239,9.883176364,317.576616,2.32768234310711,True,False,False
23.0,1.119933449,2.024287502,84.37002181,3.227100243993803,False,True,False
18.0,2.609402156,0.055425098,62.00526615,3.000521871674388,False,False,True
12.0,2.433254458,2.478694936,42.77124819,2.5290548826484978,False,True,False
81.0,25.70916199,5.579523367,290.5860748,2.5878482224289847,False,False,True
60.0,20.65364197,3.097761704,210.8924638,2.518076767058055,False,True,False
93.0,29.30608808,2.303326934,327.771081,2.630387767755547,False,True,False
47.0,18.85597236,2.305723529,167.6367081,2.4593975533266237,False,True,False
10.0,8.939084838,1.008130201,34.10189493,1.7096068229738004,False,True,False
55.0,20.1870126,5.001959098,197.6712502,2.4650677769562934,True,False,False
78.0,37.59808506,5.780036656,277.0929501,2.282890410417957,False,True,False
80.0,26.98790612,3.081278114,284.7262777,2.586793748690735,False,False,False
95.0,33.32069261,3.488541517,340.9498167,2.5866914329499116,False,False,False
51.0,16.94974752,1.348300822,176.0068363,2.539852716073191,True,False,False
70.0,24.90507404,2.458070702,249.4106969,2.5616540792813005,False,True,False
83.0,31.8388312,3.84892856,292.0247067,2.460445013795077,False,True,False
70.0,20.74153565,4.51238522,243.5008161,2.5563337852761294,True,False,False
92.0,36.90254427,7.630973429,326.2296412,2.389374028428694,False,False,True
71.0,17.14796237,3.407461351,255.9716288,2.7958106510438,False,False,False
16.0,12.54786817,2.389338867,60.38358214,1.9518110367165011,True,False,False
89.0,26.70268754,3.575561714,315.9003207,2.648431903349774,False,True,False
61.0,20.19729211,1.344451932,214.7407046,2.6016012514920055,False,True,False
51.0,20.1474308,4.116821554,178.5935732,2.372887095988119,False,False,True
57.0,20.71769224,2.66330205,209.0289496,2.600477282550917,False,True,False
37.0,20.04563677,3.7938089,132.2091868,2.173083356431574,True,False,False
16.0,4.597245997,1.669253333,56.07567864,2.5183877271829775,False,True,False
17.0,6.151246864,1.483987622,60.76229385,2.466479216365109,False,False,False
43.0,13.99501231,0.845058595,152.4241128,2.635268429223583,False,False,True
36.0,7.083959569,1.081620709,124.1332061,2.8106322914505872,False,False,True
89.0,23.72064054,0.690473124,321.3230185,2.8332586474018315,True,False,False
33.0,16.10664487,0.423792124,116.4897309,2.35188175129792,True,False,False
98.0,34.41226462,1.939969763,352.3803252,2.622809563371041,False,False,False
16.0,8.303409472,2.058523812,52.87884782,2.0058789789933225,False,True,False
60.0,19.17142898,4.820069297,211.203686,2.5145840987793813,False,False,False
40.0,12.16897263,1.785034944,140.9139961,2.6117428979993935,False,True,False
62.0,16.08778914,5.060162938,215.7297595,2.594528838156191,False,False,False
26.0,10.81384681,2.310877745,95.28065047,2.4353053357873025,False,True,False
